agent_name,inventory,backlog,placed_order,weekly_cost
Wholesaler,243,6,0,452
Retailer,115,0,43,86
Distributor,346,0,0,346
Wholesaler,237,43,0,564
Retailer,86,0,74,59
Distributor,346,0,0,616
Wholesaler,194,74,54,280
Retailer,59,0,32,85
Distributor,346,54,0,512
Wholesaler,120,32,44,88
Retailer,85,0,0,139
Distributor,292,44,0,248
Wholesaler,88,0,0,142
Retailer,139,0,0,146
Distributor,248,0,0,248
Wholesaler,142,0,0,216
Retailer,146,0,6,120
Distributor,248,0,0,248
Wholesaler,186,6,0,410
Retailer,120,0,46,87
Distributor,248,0,0,308
Wholesaler,180,46,12,519
Retailer,87,0,77,58
Distributor,248,12,0,836
Wholesaler,134,77,120,607
Retailer,58,0,110,47
Distributor,236,120,104,961
Wholesaler,57,110,169,265
Retailer,47,0,12,106
Distributor,116,169,216,695
Wholesaler,0,53,86,67
Retailer,106,0,0,146
Distributor,0,139,200,195
Wholesaler,67,0,0,183
Retailer,146,0,0,172
Distributor,0,39,78,61
Wholesaler,183,0,0,283
Retailer,172,0,0,137
Distributor,61,0,0,161
Wholesaler,283,0,0,387
Retailer,137,0,13,112
Distributor,161,0,0,261
Wholesaler,322,13,0,499
Retailer,112,0,38,87
Distributor,261,0,0,361
Wholesaler,309,38,0,431
Retailer,87,0,32,84
Distributor,361,0,0,459
Wholesaler,271,32,0,419
Retailer,84,0,36,93
Distributor,459,0,0,459
Wholesaler,239,36,0,328
Retailer,93,0,25,100
Distributor,459,0,0,459
Wholesaler,203,25,0,298
Retailer,100,0,24,106
Distributor,459,0,0,459
Wholesaler,178,24,0,269
Retailer,106,0,23,104
Distributor,459,0,0,459
Wholesaler,154,23,0,211
Retailer,104,0,16,106
Distributor,459,0,0,464
Wholesaler,131,16,1,290
Retailer,106,0,35,97
Distributor,459,1,0,733
Wholesaler,115,35,55,305
Retailer,97,0,45,84
Distributor,458,55,0,948
Wholesaler,80,45,109,131
Retailer,84,0,19,100
Distributor,403,109,0,529
Wholesaler,36,19,47,72
Retailer,100,0,0,124
Distributor,294,47,0,247
Wholesaler,72,0,0,196
Retailer,124,0,3,120
Distributor,247,0,0,247
Wholesaler,181,3,0,325
Retailer,120,0,20,100
Distributor,247,0,0,247
Wholesaler,225,20,0,480
Retailer,100,0,55,74
Distributor,247,0,0,272
Wholesaler,205,55,5,530
Retailer,74,0,76,59
Distributor,247,5,0,752
Wholesaler,150,76,102,354
Retailer,59,0,56,79
Distributor,242,102,62,805
Wholesaler,74,56,133,23
Retailer,79,0,0,137
Distributor,140,133,226,7
Wholesaler,23,0,0,125
Retailer,137,0,0,163
Distributor,7,0,31,69
Wholesaler,125,0,0,258
Retailer,163,0,0,148
Distributor,69,0,0,169
Wholesaler,258,0,0,258
Retailer,148,0,0,132
Distributor,169,0,0,269
Wholesaler,258,0,0,358
Retailer,132,0,20,106
Distributor,269,0,0,326
Wholesaler,258,20,0,458
Retailer,106,0,44,81
Distributor,326,0,0,326
Wholesaler,238,44,0,339
Retailer,81,0,29,86
Distributor,326,0,0,326
Wholesaler,194,29,0,265
Retailer,86,0,20,105
Distributor,326,0,0,326
Wholesaler,165,20,0,195
Retailer,105,0,10,112
Distributor,326,0,0,326
Wholesaler,145,10,0,195
Retailer,112,0,12,110
Distributor,326,0,0,326
Wholesaler,135,12,0,193
Retailer,110,0,14,103
Distributor,326,0,0,351
Wholesaler,123,14,5,244
Retailer,103,0,27,94
Distributor,326,5,0,546
Wholesaler,109,27,45,322
Retailer,94,0,48,80
Distributor,321,45,0,821
Wholesaler,82,48,109,284
Retailer,80,0,49,79
Distributor,276,109,42,737
Wholesaler,39,49,114,60
Retailer,79,0,5,111
Distributor,167,114,161,53
Wholesaler,35,5,0,139
Retailer,111,0,0,132
Distributor,53,0,5,95
Wholesaler,139,0,0,388
Retailer,132,0,27,105
Distributor,95,0,0,195
Wholesaler,253,27,0,441
Retailer,105,0,43,81
Distributor,195,0,0,261
Wholesaler,226,43,0,463
Retailer,81,0,56,76
Distributor,261,0,0,406
Wholesaler,183,56,29,272
Retailer,76,0,29,95
Distributor,261,29,0,387
Wholesaler,127,29,31,98
Retailer,95,0,0,127
Distributor,232,31,0,201
Wholesaler,98,0,0,127
Retailer,127,0,0,136
Distributor,201,0,0,201
Wholesaler,127,0,0,158
Retailer,136,0,0,118
Distributor,201,0,0,201
Wholesaler,158,0,0,248
Retailer,118,0,18,100
Distributor,201,0,0,201
Wholesaler,158,18,0,380
Retailer,100,0,48,76
Distributor,201,0,0,481
Wholesaler,140,48,56,742
Retailer,76,0,130,32
Distributor,201,56,11,1105
Wholesaler,92,130,192,600
Retailer,32,0,82,49
Distributor,145,192,245,1015
Wholesaler,0,120,156,355
Retailer,49,0,7,117
Distributor,0,203,111,1445
Wholesaler,0,71,97,74
Retailer,117,0,0,158
Distributor,0,289,200,1020
Wholesaler,74,0,15,85
Retailer,158,0,0,208
Distributor,0,204,200,520
Wholesaler,85,0,0,185
Retailer,208,0,0,177
Distributor,0,104,200,20
Wholesaler,185,0,0,285
Retailer,177,0,0,145
Distributor,0,4,8,96
Wholesaler,285,0,0,450
Retailer,145,0,13,116
Distributor,96,0,0,196
Wholesaler,385,13,0,516
Retailer,116,0,28,94
Distributor,196,0,0,296
Wholesaler,376,28,0,563
Retailer,94,0,43,82
Distributor,296,0,0,396
Wholesaler,348,43,0,435
Retailer,82,0,26,92
Distributor,396,0,0,496
Wholesaler,305,26,0,294
Retailer,92,0,3,116
Distributor,496,0,0,596
Wholesaler,279,3,0,306
Retailer,116,0,6,118
Distributor,596,0,0,660
Wholesaler,276,6,0,385
Retailer,118,0,23,99
Distributor,660,0,0,660
Wholesaler,270,23,0,562
Retailer,99,0,63,71
Distributor,660,0,0,660
Wholesaler,247,63,0,474
Retailer,71,0,58,68
Distributor,660,0,0,820
Wholesaler,184,58,32,141
Retailer,68,0,3,114
Distributor,660,32,0,628
Wholesaler,126,3,0,123
Retailer,114,0,0,155
Distributor,628,0,0,628
Wholesaler,123,0,0,215
Retailer,155,0,12,123
Distributor,628,0,0,628
Wholesaler,155,12,0,218
Retailer,123,0,15,104
Distributor,628,0,0,628
Wholesaler,143,15,0,398
Retailer,104,0,54,81
Distributor,628,0,0,1028
Wholesaler,128,54,80,244
Retailer,81,0,34,81
Distributor,628,80,0,1018
Wholesaler,74,34,94,175
Retailer,81,0,27,104
Distributor,548,94,0,624
Wholesaler,40,27,34,223
Retailer,104,0,26,106
Distributor,454,34,0,420
Wholesaler,93,26,0,176
Retailer,106,0,3,115
Distributor,100,0,0,100
Wholesaler,100,0,0,420
Retailer,100,0,64,68
Distributor,100,0,0,740
Wholesaler,100,64,128,466
Retailer,68,0,86,41
Distributor,100,128,200,820
Wholesaler,36,86,136,415
Retailer,41,0,33,86
Distributor,0,164,100,1650
Wholesaler,0,83,166,97
Retailer,86,0,16,103
Distributor,0,330,200,1725
Wholesaler,17,16,115,1
Retailer,103,0,0,171
Distributor,0,345,200,1225
Wholesaler,1,0,0,101
Retailer,171,0,0,163
Distributor,0,245,200,725
Wholesaler,101,0,0,201
Retailer,163,0,0,140
Distributor,0,145,200,225
Wholesaler,201,0,0,631
Retailer,140,0,66,87
Distributor,0,45,90,55
Wholesaler,301,66,0,710
Retailer,87,0,75,56
Distributor,55,0,0,155
Wholesaler,335,75,0,495
Retailer,56,0,38,92
Distributor,155,0,0,255
Wholesaler,305,38,0,267
Retailer,92,0,0,142
Distributor,255,0,0,355
Wholesaler,267,0,0,267
Retailer,142,0,0,161
Distributor,355,0,0,455
Wholesaler,267,0,0,272
Retailer,161,0,1,130
Distributor,455,0,0,555
Wholesaler,267,1,0,436
Retailer,130,0,34,98
Distributor,555,0,0,655
Wholesaler,266,34,0,507
Retailer,98,0,55,72
Distributor,655,0,0,745
Wholesaler,232,55,0,367
Retailer,72,0,38,84
Distributor,745,0,0,745
Wholesaler,177,38,0,214
Retailer,84,0,15,112
Distributor,745,0,0,745
Wholesaler,139,15,0,124
Retailer,112,0,0,131
Distributor,745,0,0,745
Wholesaler,124,0,0,154
Retailer,131,0,6,120
Distributor,745,0,0,745
Wholesaler,124,6,0,298
Retailer,120,0,36,92
Distributor,745,0,0,1015
Wholesaler,118,36,54,352
Retailer,92,0,54,72
Distributor,745,54,0,1321
Wholesaler,82,54,126,288
Retailer,72,0,52,78
Distributor,691,126,0,1175
Wholesaler,28,52,122,410
Retailer,78,0,76,78
Distributor,565,122,0,923
Wholesaler,30,76,96,80
Retailer,78,0,0,115
Distributor,443,96,0,347
Wholesaler,80,0,0,397
Retailer,115,0,39,126
Distributor,347,0,0,347
Wholesaler,202,39,0,479
Retailer,126,0,44,91
Distributor,347,0,0,347
Wholesaler,259,44,0,225
Retailer,91,0,2,114
Distributor,347,0,0,347
Wholesaler,215,2,0,213
Retailer,114,0,0,131
Distributor,347,0,0,347
Wholesaler,213,0,0,338
Retailer,131,0,25,104
Distributor,347,0,0,347
Wholesaler,213,25,0,388
Retailer,104,0,40,82
Distributor,347,0,0,347
Wholesaler,188,40,0,453
Retailer,82,0,61,73
Distributor,347,0,0,717
Wholesaler,148,61,74,172
Retailer,73,0,17,98
Distributor,347,74,0,508
Wholesaler,87,17,47,70
Retailer,98,0,0,140
Distributor,273,47,0,226
Wholesaler,70,0,0,209
Retailer,140,0,13,122
Distributor,226,0,0,226
Wholesaler,144,13,0,318
Retailer,122,0,28,97
Distributor,226,0,0,226
Wholesaler,178,28,0,440
Retailer,97,0,58,76
Distributor,226,0,0,556
Wholesaler,150,58,66,422
Retailer,76,0,66,69
Distributor,226,66,6,860
Wholesaler,92,66,140,231
Retailer,69,0,41,93
Distributor,160,140,220,470
Wholesaler,26,41,90,96
Retailer,93,0,9,125
Distributor,20,90,126,320
Wholesaler,51,9,0,192
Retailer,125,0,2,132
Distributor,0,64,128,36
Wholesaler,182,2,0,351
Retailer,132,0,29,106
Distributor,36,0,0,136
Wholesaler,206,29,0,421
Retailer,106,0,36,86
Distributor,136,0,0,236
Wholesaler,241,36,0,360
Retailer,86,0,31,92
Distributor,236,0,0,336
Wholesaler,205,31,0,364
Retailer,92,0,38,95
Distributor,336,0,0,420
Wholesaler,174,38,2,296
Retailer,95,0,32,97
Distributor,410,2,0,548
Wholesaler,136,32,28,209
Retailer,97,0,21,107
Distributor,408,28,0,560
Wholesaler,104,21,36,150
Retailer,107,0,13,113
Distributor,380,36,0,409
Wholesaler,85,13,13,200
Retailer,113,0,20,107
Distributor,344,13,0,351
Wholesaler,100,20,4,356
Retailer,107,0,48,86
Distributor,331,4,0,662
Wholesaler,116,48,67,321
Retailer,86,0,48,79
Distributor,327,67,0,815
Wholesaler,81,48,111,212
Retailer,79,0,35,96
Distributor,260,111,62,479
Wholesaler,37,35,66,129
Retailer,96,0,12,116
Distributor,149,66,83,83
Wholesaler,69,12,0,168
Retailer,116,0,0,135
Distributor,83,0,0,145
Wholesaler,168,0,0,234
Retailer,135,0,0,125
Distributor,145,0,0,228
Wholesaler,234,0,0,259
Retailer,125,0,5,110
Distributor,228,0,0,228
Wholesaler,234,5,0,509
Retailer,110,0,56,77
Distributor,228,0,0,228
Wholesaler,229,56,0,543
Retailer,77,0,74,54
Distributor,228,0,0,603
Wholesaler,173,74,75,299
Retailer,54,0,40,85
Distributor,228,75,22,558
Wholesaler,99,40,81,59
Retailer,85,0,0,144
Distributor,153,81,109,72
Wholesaler,59,0,0,134
Retailer,144,0,0,150
Distributor,72,0,6,94
Wholesaler,134,0,0,285
Retailer,150,0,14,118
Distributor,94,0,0,194
Wholesaler,215,14,0,451
Retailer,118,0,50,84
Distributor,194,0,0,209
Wholesaler,201,50,0,681
Retailer,84,0,106,46
Distributor,209,0,0,1014
Wholesaler,151,106,161,375
Retailer,46,0,66,65
Distributor,209,161,213,773
Wholesaler,45,66,145,105
Retailer,65,0,0,152
Distributor,48,145,148,485
Wholesaler,0,21,0,140
Retailer,152,0,0,179
Distributor,0,97,194,3
Wholesaler,140,0,0,188
Retailer,179,0,0,175
Distributor,3,0,0,103
Wholesaler,188,0,0,285
Retailer,175,0,0,145
Distributor,103,0,0,203
Wholesaler,285,0,0,310
Retailer,145,0,5,120
Distributor,203,0,0,303
Wholesaler,285,5,0,330
Retailer,120,0,10,105
Distributor,303,0,0,403
Wholesaler,280,10,0,400
Retailer,105,0,26,92
Distributor,403,0,0,458
Wholesaler,270,26,0,554
Retailer,92,0,62,70
Distributor,458,0,0,458
Wholesaler,244,62,0,432
Retailer,70,0,50,73
Distributor,458,0,0,548
Wholesaler,182,50,18,227
Retailer,73,0,19,108
Distributor,458,18,0,470
Wholesaler,132,19,6,113
Retailer,108,0,0,131
Distributor,440,6,0,434
Wholesaler,113,0,0,211
Retailer,131,0,16,117
Distributor,434,0,0,434
Wholesaler,131,16,0,336
Retailer,117,0,43,87
Distributor,434,0,0,759
Wholesaler,121,43,65,293
Retailer,87,0,43,80
Distributor,434,65,0,909
Wholesaler,78,43,108,240
Retailer,80,0,41,91
Distributor,369,108,0,671
Wholesaler,35,41,82,79
Retailer,91,0,4,115
Distributor,261,82,3,179
Wholesaler,59,4,0,163
Retailer,115,0,0,131
Distributor,179,0,0,179
Wholesaler,163,0,0,290
Retailer,131,0,9,113
Distributor,179,0,0,182
Wholesaler,245,9,0,341
Retailer,113,0,21,96
Distributor,182,0,0,182
Wholesaler,236,21,0,430
Retailer,96,0,43,81
Distributor,182,0,0,182
Wholesaler,215,43,0,392
Retailer,81,0,44,79
Distributor,182,0,0,262
Wholesaler,172,44,16,298
Retailer,79,0,34,94
Distributor,182,16,0,366
Wholesaler,128,34,40,234
Retailer,94,0,28,105
Distributor,166,40,14,356
Wholesaler,94,28,46,82
Retailer,105,0,0,124
Distributor,126,46,66,80
Wholesaler,82,0,0,132
Retailer,124,0,2,125
Distributor,80,0,6,94
Wholesaler,122,2,0,361
Retailer,125,0,39,93
Distributor,94,0,0,220
Wholesaler,166,39,12,382
Retailer,93,0,51,72
Distributor,160,12,0,529
Wholesaler,127,51,75,351
Retailer,72,0,55,78
Distributor,154,75,96,689
Wholesaler,76,55,122,188
Retailer,78,0,31,99
Distributor,79,122,179,485
Wholesaler,33,31,54,77
Retailer,99,0,0,133
Distributor,0,97,196,5
Wholesaler,77,0,0,156
Retailer,133,0,0,144
Distributor,0,1,2,99
Wholesaler,156,0,0,342
Retailer,144,0,18,113
Distributor,99,0,0,199
Wholesaler,252,18,0,400
Retailer,113,0,33,90
Distributor,199,0,0,299
Wholesaler,235,33,0,352
Retailer,90,0,30,89
Distributor,299,0,0,376
Wholesaler,202,30,0,392
Retailer,89,0,44,89
Distributor,376,0,0,456
Wholesaler,172,44,16,313
Retailer,89,0,37,91
Distributor,100,0,0,100
Wholesaler,100,0,0,320
Retailer,100,0,44,78
Distributor,100,0,0,540
Wholesaler,100,44,88,386
Retailer,78,0,66,56
Distributor,100,88,176,792
Wholesaler,56,66,156,360
Retailer,56,0,62,69
Distributor,12,156,112,1500
Wholesaler,0,72,156,91
Retailer,69,0,15,105
Distributor,0,300,200,1510
Wholesaler,16,15,102,13
Retailer,105,0,0,161
Distributor,0,302,200,1010
Wholesaler,13,0,0,113
Retailer,161,0,0,153
Distributor,0,202,200,510
Wholesaler,113,0,0,278
Retailer,153,0,13,120
Distributor,0,102,200,10
Wholesaler,213,13,0,520
Retailer,120,0,44,88
Distributor,0,2,4,98
Wholesaler,300,44,0,701
Retailer,88,0,69,66
Distributor,98,0,0,198
Wholesaler,356,69,0,579
Retailer,66,0,58,76
Distributor,198,0,0,298
Wholesaler,289,58,0,231
Retailer,76,0,0,124
Distributor,298,0,0,398
Wholesaler,231,0,0,231
Retailer,124,0,0,150
Distributor,398,0,0,498
Wholesaler,231,0,0,231
Retailer,150,0,0,130
Distributor,498,0,0,598
Wholesaler,231,0,0,301
Retailer,130,0,14,108
Distributor,598,0,0,690
Wholesaler,231,14,0,817
Retailer,108,0,120,44
Distributor,690,0,0,1305
Wholesaler,217,120,123,557
Retailer,44,0,92,33
Distributor,690,123,0,1502
Wholesaler,97,92,187,70
Retailer,33,0,13,120
Distributor,567,187,0,380
Wholesaler,5,13,0,115
Retailer,120,0,0,197
Distributor,380,0,0,380
Wholesaler,115,0,0,302
Retailer,197,0,0,189
Distributor,380,0,0,380
Wholesaler,302,0,0,302
Retailer,189,0,0,156
Distributor,380,0,0,380
Wholesaler,302,0,0,302
Retailer,156,0,0,141
Distributor,380,0,0,380
Wholesaler,302,0,0,302
Retailer,141,0,0,125
Distributor,380,0,0,380
Wholesaler,302,0,0,487
Retailer,125,0,37,94
Distributor,380,0,0,380
Wholesaler,302,37,0,515
Retailer,94,0,50,72
Distributor,380,0,0,380
Wholesaler,265,50,0,380
Retailer,72,0,33,88
Distributor,380,0,0,380
Wholesaler,215,33,0,212
Retailer,88,0,6,116
Distributor,380,0,0,380
Wholesaler,182,6,0,176
Retailer,116,0,0,133
Distributor,380,0,0,380
Wholesaler,176,0,0,311
Retailer,133,0,27,106
Distributor,380,0,0,380
Wholesaler,176,27,0,319
Retailer,106,0,34,86
Distributor,380,0,0,475
Wholesaler,149,34,19,250
Retailer,86,0,27,93
Distributor,380,19,0,556
Wholesaler,115,27,39,173
Retailer,93,0,17,105
Distributor,361,39,0,457
Wholesaler,88,17,27,170
Retailer,105,0,16,108
Distributor,322,27,0,310
Wholesaler,90,16,3,268
Retailer,108,0,31,97
Distributor,295,3,0,402
Wholesaler,113,31,22,214
Retailer,97,0,21,96
Distributor,292,22,0,420
Wholesaler,109,21,30,106
Retailer,96,0,3,112
Distributor,270,30,0,240
Wholesaler,91,3,0,135
Retailer,112,0,5,114
Distributor,240,0,0,240
Wholesaler,110,5,0,390
Retailer,114,0,51,83
Distributor,240,0,0,575
Wholesaler,135,51,67,494
Retailer,83,0,82,53
Distributor,240,67,0,1073
Wholesaler,84,82,180,242
Retailer,53,0,48,78
Distributor,173,180,273,670
Wholesaler,2,48,127,21
Retailer,78,0,0,142
Distributor,0,134,100,670
Wholesaler,21,0,0,194
Retailer,142,0,0,172
Distributor,0,134,200,170
Wholesaler,194,0,0,194
Retailer,172,0,0,143
Distributor,0,34,68,66
Wholesaler,194,0,0,294
Retailer,143,0,0,126
Distributor,66,0,0,166
Wholesaler,294,0,0,388
Retailer,126,0,12,107
Distributor,166,0,0,266
Wholesaler,328,12,0,501
Retailer,107,0,37,85
Distributor,266,0,0,366
Wholesaler,316,37,0,464
Retailer,85,0,37,80
Distributor,366,0,0,466
Wholesaler,279,37,0,397
Retailer,80,0,31,93
Distributor,466,0,0,507
Wholesaler,242,31,0,221
Retailer,93,0,2,114
Distributor,507,0,0,507
Wholesaler,211,2,0,224
Retailer,114,0,3,121
Distributor,507,0,0,507
Wholesaler,209,3,0,261
Retailer,121,0,11,106
Distributor,507,0,0,507
Wholesaler,206,11,0,480
Retailer,106,0,57,76
Distributor,507,0,0,602
Wholesaler,195,57,19,523
Retailer,76,0,77,55
Distributor,507,19,0,1068
Wholesaler,138,77,116,311
Retailer,55,0,50,81
Distributor,488,116,0,972
Wholesaler,61,50,120,30
Retailer,81,0,0,132
Distributor,372,120,0,252
Wholesaler,30,0,0,146
Retailer,132,0,0,149
Distributor,252,0,0,252
Wholesaler,146,0,0,351
Retailer,149,0,17,116
Distributor,252,0,0,252
Wholesaler,266,17,0,369
Retailer,116,0,24,96
Distributor,252,0,0,252
Wholesaler,249,24,0,340
Retailer,96,0,23,95
Distributor,252,0,0,252
Wholesaler,225,23,0,397
Retailer,95,0,39,90
Distributor,252,0,0,252
Wholesaler,202,39,0,448
Retailer,90,0,57,78
Distributor,252,0,0,507
Wholesaler,163,57,51,341
Retailer,78,0,47,85
Distributor,252,51,0,641
Wholesaler,106,47,88,59
Retailer,85,0,0,125
Distributor,201,88,75,113
Wholesaler,59,0,0,110
Retailer,125,0,0,152
Distributor,113,0,0,113
Wholesaler,110,0,0,198
Retailer,152,0,0,136
Distributor,113,0,0,188
Wholesaler,198,0,0,258
Retailer,136,0,12,112
Distributor,188,0,0,188
Wholesaler,198,12,0,446
Retailer,112,0,52,80
Distributor,188,0,0,278
Wholesaler,186,52,18,334
Retailer,80,0,40,76
Distributor,188,18,0,400
Wholesaler,134,40,46,104
Retailer,76,0,2,113
Distributor,170,46,22,124
Wholesaler,94,2,0,145
Retailer,113,0,7,123
Distributor,124,0,0,124
Wholesaler,110,7,0,564
Retailer,123,0,83,71
Distributor,124,0,0,731
Wholesaler,149,83,117,516
Retailer,71,0,90,44
Distributor,146,117,188,859
Wholesaler,66,90,166,265
Retailer,44,0,29,99
Distributor,29,166,129,1130
Wholesaler,0,53,89,64
Retailer,99,0,0,139
Distributor,0,226,200,665
Wholesaler,64,0,7,93
Retailer,139,0,0,160
Distributor,0,133,200,165
Wholesaler,93,0,0,203
Retailer,160,0,2,129
Distributor,0,33,66,67
Wholesaler,193,2,0,416
Retailer,129,0,25,102
Distributor,67,0,0,167
Wholesaler,291,25,0,559
Retailer,102,0,52,76
Distributor,167,0,0,267
Wholesaler,299,52,0,572
Retailer,76,0,65,68
Distributor,267,0,0,367
Wholesaler,247,65,0,232
Retailer,68,0,10,105
Distributor,367,0,0,467
Wholesaler,182,10,0,172
Retailer,105,0,0,144
Distributor,467,0,0,550
Wholesaler,172,0,0,172
Retailer,144,0,0,137
Distributor,550,0,0,550
Wholesaler,172,0,0,172
Retailer,137,0,0,120
Distributor,550,0,0,550
Wholesaler,172,0,0,242
Retailer,120,0,14,103
Distributor,550,0,0,550
Wholesaler,172,14,0,343
Retailer,103,0,37,83
Distributor,550,0,0,630
Wholesaler,158,37,16,346
Retailer,83,0,45,76
Distributor,550,16,0,879
Wholesaler,121,45,69,171
Retailer,76,0,19,97
Distributor,534,69,0,695
Wholesaler,76,19,46,203
Retailer,97,0,26,108
Distributor,465,46,0,469
Wholesaler,73,26,10,131
Retailer,108,0,3,112
Distributor,419,10,0,409
Wholesaler,116,3,0,309
Retailer,112,0,30,104
Distributor,409,0,0,409
Wholesaler,159,30,0,454
Retailer,104,0,63,72
Distributor,409,0,0,844
Wholesaler,139,63,87,336
Retailer,72,0,52,75
Distributor,409,87,0,962
Wholesaler,76,52,128,24
Retailer,75,0,0,121
Distributor,322,128,34,194
Wholesaler,24,0,0,111
Retailer,121,0,0,154
Distributor,194,0,0,194
Wholesaler,111,0,0,319
Retailer,154,0,16,119
Distributor,194,0,0,228
Wholesaler,239,16,0,468
Retailer,119,0,49,85
Distributor,228,0,0,228
Wholesaler,223,49,0,459
Retailer,85,0,57,72
Distributor,228,0,0,428
Wholesaler,174,57,40,292
Retailer,72,0,35,93
Distributor,228,40,0,453
Wholesaler,117,35,53,82
Retailer,93,0,0,133
Distributor,188,53,18,135
Wholesaler,82,0,0,122
Retailer,133,0,0,146
Distributor,135,0,0,135
Wholesaler,122,0,0,175
Retailer,146,0,0,127
Distributor,100,0,0,100
Wholesaler,100,0,0,400
Retailer,100,0,60,70
Distributor,100,0,0,700
Wholesaler,100,60,120,420
Retailer,70,0,76,47
Distributor,100,120,200,800
Wholesaler,40,76,140,295
Retailer,47,0,23,92
Distributor,0,160,100,1390
Wholesaler,0,59,118,51
Retailer,92,0,2,115
Distributor,0,278,200,1205
Wholesaler,41,2,63,39
Retailer,115,0,0,158
Distributor,0,241,200,705
Wholesaler,39,0,0,139
Retailer,158,0,0,144
Distributor,0,141,200,205
Wholesaler,139,0,0,309
Retailer,144,0,14,115
Distributor,0,41,82,59
Wholesaler,239,14,0,420
Retailer,115,0,19,98
Distributor,59,0,0,159
Wholesaler,325,19,0,487
Retailer,98,0,28,92
Distributor,159,0,0,259
Wholesaler,347,28,0,454
Retailer,92,0,27,92
Distributor,259,0,0,359
Wholesaler,319,27,0,422
Retailer,92,0,26,97
Distributor,359,0,0,459
Wholesaler,292,26,0,436
Retailer,97,0,34,95
Distributor,459,0,0,559
Wholesaler,266,34,0,397
Retailer,95,0,33,94
Distributor,559,0,0,641
Wholesaler,232,33,0,259
Retailer,94,0,12,108
Distributor,641,0,0,641
Wholesaler,199,12,0,332
Retailer,108,0,29,106
Distributor,641,0,0,641
Wholesaler,187,29,0,378
Retailer,106,0,44,87
Distributor,641,0,0,791
Wholesaler,158,44,30,214
Retailer,87,0,20,98
Distributor,641,30,0,741
Wholesaler,114,20,26,94
Retailer,98,0,0,122
Distributor,611,26,0,585
Wholesaler,94,0,0,254
Retailer,122,0,26,108
Distributor,585,0,0,595
Wholesaler,124,26,2,304
Retailer,108,0,36,86
Distributor,585,2,0,823
Wholesaler,124,36,48,258
Retailer,86,0,34,89
Distributor,583,48,0,925
Wholesaler,88,34,78,81
Retailer,89,0,5,110
Distributor,535,78,0,487
Wholesaler,56,5,6,199
Retailer,110,0,20,112
Distributor,457,6,0,451
Wholesaler,99,20,0,322
Retailer,112,0,33,92
Distributor,451,0,0,466
Wholesaler,157,33,3,270
Retailer,92,0,28,92
Distributor,451,3,0,578
Wholesaler,130,28,26,257
Retailer,92,0,31,97
Distributor,448,26,0,707
Wholesaler,102,31,57,219
Retailer,97,0,29,98
Distributor,422,57,0,655
Wholesaler,74,29,58,246
Retailer,98,0,35,97
Distributor,365,58,0,517
Wholesaler,71,35,42,193
Retailer,97,0,20,103
Distributor,307,42,0,265
Wholesaler,93,20,0,131
Retailer,103,0,0,122
Distributor,265,0,0,265
Wholesaler,131,0,0,283
Retailer,122,0,22,110
Distributor,265,0,0,265
Wholesaler,173,22,0,731
Retailer,110,0,116,47
Distributor,265,0,0,1170
Wholesaler,151,116,181,530
Retailer,47,0,99,35
Distributor,265,181,197,759
Wholesaler,35,99,135,320
Retailer,35,0,0,131
Distributor,84,135,184,490
Wholesaler,0,64,47,117
Retailer,131,0,0,150
Distributor,0,98,196,2
Wholesaler,117,0,0,201
Retailer,150,0,0,198
Distributor,2,0,0,102
Wholesaler,201,0,0,299
Retailer,198,0,0,169
Distributor,102,0,0,202
Wholesaler,299,0,0,299
Retailer,169,0,0,143
Distributor,202,0,0,302
Wholesaler,299,0,0,314
Retailer,143,0,3,120
Distributor,302,0,0,402
Wholesaler,299,3,0,516
Retailer,120,0,44,88
Distributor,402,0,0,479
Wholesaler,296,44,0,537
Retailer,88,0,57,67
Distributor,479,0,0,479
Wholesaler,252,57,0,410
Retailer,67,0,43,84
Distributor,479,0,0,479
Wholesaler,195,43,0,152
Retailer,84,0,0,124
Distributor,479,0,0,479
Wholesaler,152,0,0,152
Retailer,124,0,0,139
Distributor,479,0,0,479
Wholesaler,152,0,0,152
Retailer,139,0,0,122
Distributor,479,0,0,479
Wholesaler,152,0,0,342
Retailer,122,0,38,92
Distributor,479,0,0,599
Wholesaler,152,38,24,904
Retailer,92,0,158,17
Distributor,479,24,0,1525
Wholesaler,114,158,214,645
Retailer,17,0,85,35
Distributor,455,214,73,861
Wholesaler,0,129,124,620
Retailer,35,0,19,115
Distributor,241,124,107,787
Wholesaler,0,124,134,90
Retailer,115,0,0,122
Distributor,117,134,178,56
Wholesaler,90,0,0,214
Retailer,122,0,0,214
Distributor,56,0,0,156
Wholesaler,214,0,0,348
Retailer,214,0,0,184
Distributor,156,0,0,256
Wholesaler,348,0,0,348
Retailer,184,0,0,159
Distributor,256,0,0,341
Wholesaler,348,0,0,348
Retailer,159,0,0,130
Distributor,341,0,0,341
Wholesaler,348,0,0,388
Retailer,130,0,8,111
Distributor,341,0,0,341
Wholesaler,348,8,0,445
Retailer,111,0,21,95
Distributor,341,0,0,341
Wholesaler,340,21,0,634
Retailer,95,0,63,70
Distributor,341,0,0,341
Wholesaler,319,63,0,531
Retailer,70,0,55,68
Distributor,341,0,0,341
Wholesaler,256,55,0,266
Retailer,68,0,13,109
Distributor,341,0,0,341
Wholesaler,201,13,0,208
Retailer,109,0,4,130
Distributor,341,0,0,341
